FixtureID,OrgID,OrgName,SeasonID,SeasonName,WeekID,WeekName,Competition,Date,day,Time,Home,Away,Ground,Referee,AR1,AR2,Mentor,Assessor,4th Official,Other,Status,Rstatus,AR1status,AR2status,Mstatus,Astatus,4status
41743941,97,NPLSA,3029,2020,2020-06-22_2020-06-28,Week 24 (Jun 22 to Jun 28),National Premier League SA 2020,27-Jun-2020,Sat,6:00 PM,Adelaide Olympic,Adelaide United Fc,Valo Football Centre,"NAME, Example",,,,,,,ok,green,,,,,
